Title,Company,Company Link,Date Posted,Job Link,Insights,Description Snippet
Information Technology Intern,OCBC,,14/3/24,https://www.linkedin.com/jobs/view/3853448059/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=mk3DkBrn8DipCIb8h1NfGw%3D%3D&trackingId=Zo2AdE6zCimcTJiJspvQSQ%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job

As an intern, your primary role will be to support various teams and departments within the organization. You will be joining our dynamic and fast-paced workplace, where you will have the opportunity to gain practical experience and develop your skills. Below are some of the general responsibilities and may vary depending on the department you are attached to:




Assist with research tasks: You will be responsible for conducting research related to various projects. This may include market research, competitor analysis, and gathering data to support decision-making.
Administrative support: As an intern, you will be assisting with general administrative tasks such as data entry, filing, answering phone calls, and scheduling appointments. You may also assist with organizing meetings and preparing meeting materials.
Documentation and reporting: You will be responsible for maintaining accurate records and documentation. This may include filing reports, updating spreadsheets, and creating presentations.
Project support: You will provide support to ongoing projects by assisting team members with tasks and ensuring project deliverables are met. This may involve coordinating with different departments, assisting with project planning, and helping to meet project deadlines.
Learn from professionals: As an intern, you will have the opportunity to learn from experienced professionals in various fields. You will be encouraged to ask questions and actively participate in team meetings and discussions.
Professional development: We value your growth and development. Throughout your internship, you will have access to training resources and mentorship opportunities to enhance your skills and knowledge in your desired field.




Qualifications:




Currently enrolled in a relevant degree program or recently graduated.
Able to work for a min of 8 weeks. Please indicate your internship period in your resume.
Excellent organizational and time management skills.
Strong attention to detail.
Effective communication skills, both written and verbal.
Proficient in using Microsoft Office Suite (Word, Excel, PowerPoint).
Ability to work both independently and collaboratively in a team environment.
Eagerness to learn and contribute to the organization.




Location: Kuala Lumpur or Cyberjaya




We offer a supportive and inclusive workplace environment, where you will have the opportunity to gain valuable industry experience. This internship will provide you with the skills and knowledge needed to excel in your career.




If you are looking for an exciting opportunity to kickstart your professional journey, we encourage you to apply for this internship position.

Posted on Mar 14, 2024."
Research Intern (Mandarin),LSEG (London Stock Exchange Group),,27/2/24,https://www.linkedin.com/jobs/view/3835395595/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=mk3DkBrn8DipCIb8h1NfGw%3D%3D&trackingId=SIqChTZoJPXsKl1FS%2BZ6XA%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
We are seeking driven and hardworking students to come and join our team in Penang Office for a period of minimum 4 months.

Our Product

LSEG World-Check provides trusted information to help businesses comply with regulations and identify potential financial crime. Financial crime has an incalculable adverse impact on our world. The proceeds of such crimes, including bribery, corruption, fraud, narcotics trafficking, and organised crime, have all been implicated in the financing of terrorism, human rights abuses such as slavery and child labour, and environmental crime. If you are keen to expand your knowledge in this field, click apply today!

Role Summary

As a Research Intern, you will be assisting Senior Researchers in conducting in-depth research on breaking news in China regarding specific Anti-Money Laundering/Combating the Financing of Terrorism (AML/CFT) related issues.

A key focus would be on helping LSEG World-Check’s China Research team in special project(s) to maintain a comprehensive list of Political Exposed Persons (PEPs) and entities associated with risks in China.

What You'll Be Doing


Research and extract data from the public domain in Chinese language, ensure accuracy and quality of findings by aligning with internal policies and applicable laws.
Provide content support to China projects.
Work independently in handling assignment and tasks.
Strict adherence to World-Check research guidelines to ensure product content and quality.
Prepare parts of reports for internal or external partners with a high degree of accuracy.


You'll Bring


Native or full professional language proficiency in Mandarin as the role requires research to be conducted in Mandarin.
Good English comprehension and writing skills.
Strong analytical skills especially with excellent attention to details and critical thinking to analyze and resolve research related issues.
Good organizational and interpersonal skills.
Exhibit professionalism - self-motivated and can-do attitude.


Experience And Qualifications Required


Available to participate in an internship lasting a minimum of 4 months.
Undergraduates who have completed at least 2 years of undergraduate education in International Relations/Political Science, Finance/Accountancy/Banking, Business Studies, Journalism or any related field is preferred.
Prior experience in research or editorial roles is an advantage.


We welcome students from public and private universities. We also provide internship allowance. Click ""Apply"" today!

LSEG is a leading global financial markets infrastructure and data provider. Our purpose is driving financial stability, empowering economies and enabling customers to create sustainable growth.

Our purpose is the foundation on which our culture is built. Our values of Integrity, Partnership, Excellence and Change underpin our purpose and set the standard for everything we do, every day. They go to the heart of who we are and guide our decision making and everyday actions.

Working with us means that you will be part of a dynamic organisation of 25,000 people across 65 countries. However, we will value your individuality and enable you to bring your true self to work so you can help enrich our diverse workforce. You will be part of a collaborative and creative culture where we encourage new ideas and are committed to sustainability across our global business. You will experience the critical role we have in helping to re-engineer the financial ecosystem to support and drive sustainable economic growth. Together, we are aiming to achieve this growth by accelerating the just transition to net zero, enabling growth of the green economy and creating inclusive economic opportunity.

LSEG offers a range of tailored benefits and support, including healthcare, retirement planning, paid volunteering days and wellbeing initiatives.

We are proud to be an equal opportunities employer. This means that we do not discriminate on the basis of anyone’s race, religion, colour, national origin, gender, sexual orientation, gender identity, gender expression, age, marital status, veteran status, pregnancy or disability, or any other basis protected under applicable law. Conforming with applicable law, we can reasonably accommodate applicants' and employees' religious practices and beliefs, as well as mental health or physical disability needs.

Please take a moment to read this privacy notice carefully, as it describes what personal information London Stock Exchange Group (LSEG) (we) may hold about you, what it’s used for, and how it’s obtained, your rights and how to contact us as a data subject.

If you are submitting as a Recruitment Agency Partner, it is essential and your responsibility to ensure that candidates applying to LSEG are aware of this privacy notice.

Posted on Feb 27, 2024."
"Intern, Brand & Social Media | TNG Digital",Touch 'n Go Group,,26/2/24,https://www.linkedin.com/jobs/view/3834827326/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=mk3DkBrn8DipCIb8h1NfGw%3D%3D&trackingId=IJPq19u8BVtQJ9rxBWcA8w%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job

We fuel the ideas and ambitions of our people with an environment built on Our DNA of Love, Entrepreneurship, Agility, and Passion – LEAP!




We are a culture that empowers everyone to innovate and create solutions that will leave a positive impact on our communities and our nation, Touch ‘n Go will always be here to inspire our talents to grow as leaders and innovators giving you the power to make a difference.




What would you do? 




To implement & monitor social media strategy
To schedule social posts according to the social master calendar
To analyse & understand effectiveness of various content
Follow through with projects, tasks, & jobs given
Ability to multitasks & maintain deadlines using good time management & organization skills
Write, design, & develop highly engaging social media posts, especially XHS
Adapt, repurpose, & distribute content in a multi-channel environment
Recommend & optimize the brands content calendars for the improvement of audience engagement & brand loyalty for clients
To prepare reports on a timely manner on the campaigns’ & social media performance
To monitor conversations/buzz on social media, especially XHS
Collaborate with internal stakeholders & other departments to maximize the potential of the brands
To conduct market research, stay up to date with the latest social media best practices, identify the latest trends/technologies in order to stay abreast of the industry trends, & to analyse competitors’ social activities, especially on XHS
Come up with great campaign ideas & proposals for the brands to achieve their campaign objective. Produce high quality content for a variety of mediums especially TikTok (social media, video, audio, etc.) at scale & with a flair for our audience
Actively be responsible for constant tracking & monitoring of all social media platforms, especially XHS




Who should join us?




MUST HAVE: Excellent written & spoken English & Mandarin with impeccable spelling, grammar, & punctuation
Proficiency in BM is optional, but a major plus
Copy writing, and/or blogging experience will be advantageous
Highly creative, team player, results-achiever & has an ability to work in a multicultural environment
Excellent knowledge of TikTok, Xiao Hong Shu, YouTube, Instagram, Facebook, & other social media platforms
Passionate in social media, especially XHS
Understanding of social media KPIs
Good business mindset & communication skills, understanding human behaviour & how online activity impacts the business
Self-motivated, proactive, team-spirited, strong interpersonal skills
Responsible & dependable 
High level of computer literacy.




Our perks & benefits:




eWallet meal allowance.
Unlimited office pantry fruits, snacks and drinks.
Corporate membership discount and many more to explore.




We believe that you have what it takes to fit into the Touch ‘n Go family and help revolutionize the Fintech industry by paving the way to a cashless society. If you're ready to take the next step, apply now!




Touch ‘n Go is an organization that strives to provide Equal Opportunity Employment, based on merit, qualifications, capabilities, and calibre. It is Touch ‘n Go’s policy to not discriminate based on age, race, religion, colour or other personal status, identity or characteristics. Fair Opportunity is Our Value and Practice. Please advise us of any accommodations you may need by e-mailing: careers@touchngo.com.my




Note: Only shortlisted candidates will be contacted.




Let’s keep LEAP-ing forward together!

Posted on Feb 26, 2024."
Business Analyst Intern (April – June 2024),"Reinsurance Group of America, Incorporated",,15/3/24,https://www.linkedin.com/jobs/view/3836177944/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=mk3DkBrn8DipCIb8h1NfGw%3D%3D&trackingId=5uAS%2BZ9Qrlm3DO2SHvq9Bg%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
Position Overview

RGA Kuala Lumpur is looking for an Intern for the Data Administration team. The department is responsible for the end-to-end processing of Life and Living Benefits treaties and the corresponding client data. The Interns will be responsible for the implementation and maintenance of the RGA administration system and other functions that have been standardized on the system. Throughout this internship, the Interns will acquire solid knowledge on insurance and reinsurance operations and will able to apply their knowledge in allowing for a smooth processing of client data associated with the reinsurance treaties. Besides, he or she will able to contribute to the team building spirit within the organization and function as an active participant in a team environment.

Responsibilities


 Gather and organize data for reports/projects. 
 Enable effective decision making by analyzing data from multiple sources and compiling it into a digestible and actionable format. 
 Design and develop automated reporting solutions to enable stakeholders to manage the business and make effective decisions. 
 Identify process and system improvement opportunities by monitoring existent metrics, analyzing data and partnering with internal teams. 


Expertise you will develop in this role: 


Ability to break down and solve complex problems.
Develop high impact and scalable solutions.
Translate massive data sets into actionable business results.


Opportunities for return offers will be considered upon completion of internship.

Requirements


 Currently pursuing a bachelor’s degree in Business, Finance, Economics, Information Systems, Actuarial Science, Mathematics or related field. 
 Knowledge in database administration (SQL) and data migration would be desirable. 
 Excel skill, including but not limited to vlookup, write/edit VBA. 
 Intellectual curiosity and the desire to learn. 
Please indicate in your resume your current CGPA/equivalent and internship start & end dates.


Company Overview

Reinsurance Group of America, Incorporated (NYSE: RGA), a Fortune 500 company, is a global industry leader specializing in life and health reinsurance and financial solutions that help clients effectively manage risk and optimize capital. Founded in 1973, RGA celebrates its 50th anniversary in 2023. With headquarters in St. Louis, Missouri, and operations around the world, RGA delivers expert solutions in individual life reinsurance, individual living benefits reinsurance, group reinsurance, health reinsurance, facultative underwriting, product development, and financial solutions.

RGA has been named to Fortune magazine’s 2023 list of the World’s Most Admired Companies, an acknowledgement that reflects our legacy of innovation, dedicated client focus, community responsibility, commitment to diversity, and long-term value creation. RGA has approximately $3.3 trillion of life reinsurance in force and assets of $82.7 billion as of September 30, 2022. To learn more about RGA and its businesses, visit www.rgare.com .

RGA’s Commitment to Diversity, Equity, and Inclusion

RGA aims to evolve RGA workplaces and the communities in which RGA has a presence, into more diverse, equitable and inclusive environments. We will create a culture where individuals are valued, feel a sense of belonging, and are respected for their differences – a workplace where all employees are encouraged and supported to reach their full potential.

Our individual, social, economic, and cultural identities shape and influence our experiences and perspectives. Therefore, to do our best work RGA will ensure diversity in our workforce across the various dimensions of social, interpersonal, and cultural identity – and by practicing inclusivity in how we work with one another. Inclusion in our workplace is a step towards our purpose of making financial protection accessible to all .

 – JL1

Posted on Feb 22, 2024."
"Intern, Data Analytics",Edwards Lifesciences,,15/3/24,https://www.linkedin.com/jobs/view/3858714555/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=mk3DkBrn8DipCIb8h1NfGw%3D%3D&trackingId=LJD1Um9vo3VxQmGoGWnm3g%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
Key Responsibilities:


Prepare and transform data for analytics purposes.
Design and develop reports, dashboards and data visualizations.
Analyze and derive insights from data using visual, statistical or advanced methods.
Other incidental duties.


Education and Experience:


Currently pursuing a bachelor degree in Data/statistics/business analytics or related fields.
Minimum of 4 months of internship period.


Additional Skills:


Our tool of choice: Tableau. Experience in Tableau Desktop and Prep will be a bonus.
Like all tools, they come with limitations, you will have to be creative and look outside the box for solutions and workarounds.
You will be required to devise calculations and logic to arrive at metrics or insights that are not readily available.
In a multinational and global environment, you will be working with colleagues of different background and culture as well as communicating over teleconferences. 
In a matrixed environment, you will develop interpersonal relationship with colleagues and stakeholders for win-wins.
As a pioneer, you will be able to make use of the resources available to you in overcoming roadblocks.
Deliverables are structured into projects, you will be comfortable with ownership, working with timelines and making judgements on effort.

Posted on Mar 15, 2024."
Finance Intern,Collectius,,13/3/24,https://www.linkedin.com/jobs/view/3851149963/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=mk3DkBrn8DipCIb8h1NfGw%3D%3D&trackingId=XYYLG1hsSlzLDTehPITYkQ%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job

About Collectius

Collectius is one of South East Asia’s leading Fintech company in the debt management industry, with operations in Indonesia, Philippines, Singapore, Malaysia, Thailand, Vietnam and India. We are using technology and empathy to create the best customer experience and operational excellence to support our 8 million customers in becoming debt free.




Together with IFC (a member of the World Bank Group and minority shareholder in Collectius), Collectius is actively working on improving industry practices and promoting best resolution practices. As an example, Collectius has implemented a company policy that replaced the word 'debtor' – a term that has been traditionally perceived to be negative – with 'customer’.

Currently Collectius manages 8 billion USD outstanding debt from 100+ clients across banking and financial institutions. To support our hyper- growth ambitions, we are looking for high-performers who want to grow the business with us!




Overview of the Position

This internship will expose you to exciting projects and learn from our leaders at Collectius. It will add value to both our Company and your professional development, especially if you are considering Finance as your future career.




Duties:




Finance Activities:

· Issue invoices timely and accurately, follow up on outstanding invoices.

· Manage customers records and input financial data into accounting system accurately.

· Prepare month end bank reconciliations.

· Maintain accurate record of fixed asset register.

· Prepare and book journal entries.




Financial Analysis:

· Assist in preparing financial reports, forecasts, and analyses.

· Conduct research and analysis to support decision-making processes.




Audit Support:

· Assist in the preparation for internal and external audits.

· Ensure compliance with financial regulations and standards.




Process Improvement:

· Identify opportunities for process improvements within the finance department.

· Propose and implement efficiency enhancements.




Ad hoc Tasks:

· Provide support on special projects and tasks as assigned by the finance team.

· Respond to inquiries and provide assistance as needed.




 Requirements:

· Currently enrolled in a Bachelor's or Master's program in Finance, Accounting, or a related field.

· Strong analytical and problem-solving skills.

· Excellent attention to detail and accuracy.

· Proficient in Microsoft Excel and other relevant financial software.

· Effective communication and interpersonal skills.

· Ability to work collaboratively in a team-oriented environment.

· Eagerness to learn and contribute to the finance function.

Posted on Mar 13, 2024."
Intern,dentsu,,21/2/24,https://www.linkedin.com/jobs/view/3836080506/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=mk3DkBrn8DipCIb8h1NfGw%3D%3D&trackingId=eFYNadvtzJ02t%2FWd84UcSA%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
The purpose of this role is to provide real-world experience, learning industry technical and professional skills, abilities and activities to contribute to the Dentsu network.

Job Title:

Intern

Job Description:

Key responsibilities:


 Works in a team-based, fast-paced, detail-oriented environment
 Is resourceful, has an aptitude for learning new skills and initiative to participate in advanced projects
 Conducts research to support business needs
 Utilises platforms to manage and update team / client programmes
 Supports the goals and initiatives of the team / client / business
 Gains industry exposure
 Participates in networking and mentorship opportunities



Location:

Kuala Lumpur

Brand:

Dentsu

Time Type:

Full time

Contract Type:

Freelancer

Posted on Feb 21, 2024."
"Intern, Sustainability",EDOTCO Group,,27/2/24,https://www.linkedin.com/jobs/view/3835389581/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=mk3DkBrn8DipCIb8h1NfGw%3D%3D&trackingId=WQqxPskjjxwEviFlWkwPlw%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job

Job Purpose and Accountabilities

Assist in providing awareness on the Group’s direction on all sustainability matters for the Group.
Assist in collating, managing, analysing and preparing data on Sustainability matters to be presented or submitted to both internal and external stakeholders.
Assist in developing processes and dashboards to improve the management of Sustainability data and reporting across the Group.
Manage and coordinate all administrative matters relating to the Sustainability budget, internal and external meetings, subscriptions and report submissions.
Assist the team in all other matters related to Sustainability.




Working Relationship 

Internal

 Management Committee – for internal updates and discussions with other department leads and tracking the timeline and deliverables.
 Sustainability Steering Committee – for quarterly update on strategy, initiative proposals, approvals, and updates. 
 Sustainability Pillar Heads – for internal strategy, updates and discussion with other pillar heads, tracking progress and deliverables.
 Axiata’s Sustainability Department – coordinate and support requests from Axiata, as and when required.

External

United Nations Global Compact – submission of EDOTCO’s annual Communication on Progress.
Sustainability Report – development and production of report for public consumption.

Posted on Feb 27, 2024."
Intern,Prudential Assurance Malaysia Berhad,,11/1/24,https://www.linkedin.com/jobs/view/3799272051/?eBP=CwEAAAGOTJUfTcnyJb_cc73TU6xyHk_yehqxwRxGKMJc772Mdg4UUYGEkWpi2zL5nmBWQtOO8uoWBv9Upi0cWkiK3dA7DTqXvbtukwUWQjdlJuCP4NC_E4632tQn8J631PG6vQ6Q7ishUuBSNtGzHxzKgkXjE2e8A1kl7zBjDnMVo0SnXdqg5PoAcWw0B5bi0plOm6ov0ndu-YLlJVHgJO4Cn5wnnvbTNnqw7-6LO4nbKAll_ENsc-7EtwXJ_EcKHaFTFLnuPQ_iedQ5-AqzLXWAuybM8fbp1ejhXJzwv3y81EKfrjwWiRpbK_S8VNHmqrxDxMk08moTjd5VK799bHwu3AxSrRbrB6T6koPoq-KPjtPR4PeO0cXQ8ilHdnqh2t4w9W7HM-uz&refId=ZXsBNnJSmMvgKctrQIqp%2BQ%3D%3D&trackingId=Vp%2FDP2WEq8aRv0x36DwiLg%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
Prudential's purpose is to help people get the most out of life. We will deliver our purpose by creating a culture in which diversity is celebrated and inclusion assured, for our colleagues, customers, and partners. We provide a platform for our people to do their best work and make an impact to the business, and in exchange, we support our people's career ambitions. We pledge to make Prudential a place where you can Connect, Grow and Succeed.

Provide routine reports, automate the process, and develop operational analytics to support claims business requirements and improve the business outcomes.

Job Scope


Provide routine reports, automate the process, and develop operational analytics to support claims business requirements and improve the business outcomes.
Use of analytical and visualization software to extract, transform, integrate, analyze, and visualize large and complex data to detect data anomalies and data trends, as well as building new data relationships.
Prepare in-depth analysis, observations, and recommendations for business improvements to Head of Departments and Senior Management.
Assist in developing and maintaining analytical data warehouse and visualization dashboards for data analytics and reporting.
Review extracted information and liaise with process owners to ascertain integrity, accuracy and completeness of data extracted.
Perform ad-hoc data extraction and analysis to provide insights to management as per requested.



Principal Duties & Responsibilities


Data extraction, reporting and analysis
Ad-hoc assignments as requested by Head of Department.
Analyze complex information and reports to provide accurate and recommendations to management for decision making purposes



Qualifications

JOB SPECIFICATION: 


Pursuing a Degree in Computer Science, IT Data Analytics, Information Management, Applied Statistics, Data Science and Business Analytics or relevant studies.



Experience


Proficient in SQL and MS Excel;
Prior experience with SAS, Visual Basic, R and/or Python are a plus.
Prior experience with BI / visualization tools (Qlik Sense, Tableau, Power BI) are a plus.



Skill set


Strong analytical mind, detail-oriented and reliable work ethic.
Ability to work independently in a fast-paced team environment.
Willingness to learn, accept new challenges and go extra mile.
Self-motivated, independent learner, and enjoy sharing knowledge with team members.
Proactive, result oriented and takes pride in their quality of work.
Enjoys working cross-functionally with any business unit.



Prudential is an equal opportunity employer. We provide equality of opportunity of benefits for all who apply and who perform work for our organisation irrespective of sex, race, age, ethnic origin, educational, social and cultural background, marital status, pregnancy and maternity, religion or belief, disability or part-time / fixed-term work, or any other status protected by applicable law. We encourage the same standards from our recruitment and third-party suppliers taking into account the context of grade, job and location. We also allow for reasonable adjustments to support people with special requirements.

Posted on Jan 11, 2024."
Business Development Intern,Shopee,,19/1/24,https://www.linkedin.com/jobs/view/3750374614/?eBP=CwEAAAGOTJUfTcDUPD-SGtmkb8q7pnWxAqUkHp2vLuNw48nvtV7i7f-Qjs-aLse273yk6pkFMN5NagmV8MfVdbP6NKgbpck4Wjw5lvWpqC-i0ufWl5GmLUbz1r7f8BIOgyXFT1N0A7x_h-Qpyp-juNWnYkGqg--KiLsOQd84-jdsXB06byJcPYQ8DI4S1amGgbD_cJ83Li9ANfh6lZNpeX96t-t7U6npzzOg9hRwknh_GrYbFkNTo8bn5X3eBYLyZwBg5fzzgvjLxctSjMcOHdxOPlhw5IVAV2LcrZxDd1KqKZhoOlXJlJ4Eaz141XhA14Q4dQijbzn-gYnT1wZ3Ncdd1CrrUVbxQpiW40QD_gowMY2Fntaj5kt8noq-rijyyNEXYNgZTbxA_JY&refId=ZXsBNnJSmMvgKctrQIqp%2BQ%3D%3D&trackingId=r7B7P%2F%2F8y0DhBT2PLDKyXQ%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
Job Description


Foster strong relationships with sellers.
Analyze sellers' progress, activities, sales performance, and category initiatives.
Increase transaction volume and revenue.
Collaborate with internal teams (e.g., marketing and merchandising) to improve seller visibility. 
To provide ad hoc assistance to the team by handling administrative tasks and fulfilling research requirements


Requirements


Final year Bachelor's Degree students in business or related field
Excellent communication skills
Proficient in Microsoft Excel
Ability to derive actionable insights from data
Strong business acumen and critical-thinking skills
Passionate about E-commerce
Minimum of 3 months internship

Posted on Oct 6, 2023."
Intern 3 - Engineering (Jan 2024),Siemens Energy,,16/3/24,https://www.linkedin.com/jobs/view/3818407549/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=ZXsBNnJSmMvgKctrQIqp%2BQ%3D%3D&trackingId=MRjHWLyNkeUQ4VcCrA7QIA%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
Let’s Talk About You

Your profile


Undergraduate Degree Engineering in Electrical / Electronic / Mechatronic or Mechanical
Well verse with Microsoft applications
Positive learning attitude
Motivated and team-oriented with excellent communication skills.
Knowledge of AutoCAD, Microsoft Visio are an added advantage
Candidate who could work for 6 months and above will be preferred



Your Responsibilities

As an Internship engineer, you will work alongside members of our Engineering team to contribute the overall goal of the company. You will also gain first-hand knowledge of the diverse resources in power today!


Provide support in data entry, hardware diagram and software modification for Engineering Team Members.
Engineering activities including design, construction and operational activities of the system
Work with assigned Team Members to complete projects effectively and on time.
Assist Lead Engineer in data collection
Assist Engineer in setup network system (Ethernet)
Work with energy systems which includes control system upgrade for power plant or retrofitting project



Your opportunities for personal growth


Gain first-hand knowledge of the diverse resources in power today!
Infusing real world of engineering into engineering education



Let’s Talk About Us

""Let’s make tomorrow different today"" is our genuine commitment at Siemens Energy to all customers and employees on the way to a sustainable future.

In our Business Unit Generation – Control & Digitalization we offer an integrated technology that spans the entire energy conversion chain, Siemens-Energy works across all business and technology interfaces with an integrated portfolio of products, solutions and services. Our breadth of offerings from power generation, industrial automation, transmission and distribution, along with our proven expertise, allows us to provide end-to-end automation solutions to meet the growing needs of the local market

MORE INSIGHTS

Be Energized. Be you.

Lucky for us, we are not all the same. Through diversity we generate power. We run on inclusion and compassion. Our combined creative energy is fueled by at least 130 nationalities. Siemens Energy celebrates character – no matter what ethnic background, gender, age, religion, identity, or disability. We energize society. All of society.

Jobs & Careers: https://www.siemens-energy.com/global/en/company/jobs.html



Posted on Feb 1, 2024."
Engineering Intern,Power Integrations,,22/2/24,https://www.linkedin.com/jobs/view/3627637951/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=ZXsBNnJSmMvgKctrQIqp%2BQ%3D%3D&trackingId=3Mhu7nXMaJEQRR%2B68mB%2BXA%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
Description

 Data collection/analysis (GR&R) for Test program release activities.
 Execute test program & product temperature characterization
 Develop software programs to simplify engineering work
 Simple test program and test hardware debug and repair

Posted on Jun 6, 2023."
Internship - ITET (Petaling Jaya),KPMG Malaysia,,28/2/24,https://www.linkedin.com/jobs/view/3615453402/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=ZXsBNnJSmMvgKctrQIqp%2BQ%3D%3D&trackingId=PoVqOGZP9l6gZdSe%2Fo7Lug%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
Description:

KPMG strives to gain a thorough understanding of our clients’ business goals to help ensure the way technology is used drives growth, and improves business performance whilst retaining operational integrity. We help some of the world’s largest organizations identify and secure the maximum benefit from their technology enabled programmes. By operating as integrated teams of business and technical specialists, we reflect the high degree of interdependency between the performance of our clients ’business functions and the underlying technology. By doing this we capture the business benefits, rather than providing a purely technical solution.

Responsibilities:


 Support project Manager or work-stream leader to execute the project plan to achieve project KPIs. 
 Support the Business Development team in proposal writing and development of sales presentation and research. 
 Plan and perform research and analysis in accordance to project requirements. 
 Support Project Manager in project monitoring and execution. 
 Support Project Manager in preparing and maintaining project documentation. 


Requirements :


 Independent, self-motivated, organized, and results oriented individuals. 
 Ability to multiple tasks and meet tight deadlines. 
 Strong analytical and management skills. 
 Good command of English. 
 A combined understanding of both Information Technology and Business. 
 Good working knowledge of Microsoft Office applications. 
 Minimum CGPA of 3.0 above/WAM 60/2nd Class Upper. 


Description:

KPMG strives to gain a thorough understanding of our clients’ business goals to help ensure the way technology is used drives growth, and improves business performance whilst retaining operational integrity. We help some of the world’s largest organizations identify and secure the maximum benefit from their technology enabled programmes. By operating as integrated teams of business and technical specialists, we reflect the high degree of interdependency between the performance of our clients ’business functions and the underlying technology. By doing this we capture the business benefits, rather than providing a purely technical solution.

Responsibilities:


 Support project Manager or work-stream leader to execute the project plan to achieve project KPIs. 
 Support the Business Development team in proposal writing and development of sales presentation and research. 
 Plan and perform research and analysis in accordance to project requirements. 
 Support Project Manager in project monitoring and execution. 
 Support Project Manager in preparing and maintaining project documentation. 


Requirements :


 Independent, self-motivated, organized, and results oriented individuals. 
 Ability to multiple tasks and meet tight deadlines. 
 Strong analytical and management skills. 
 Good command of English. 
 A combined understanding of both Information Technology and Business. 
 Good working knowledge of Microsoft Office applications. 
 Minimum CGPA of 3.0 above/WAM 60/2nd Class Upper.

Posted on May 23, 2023."
