Title,Company,Company Link,Date Posted,Job Link,Insights,Description Snippet,category
"Senior Store Designer, Asia",SEPHORA,,19/3/24,https://www.linkedin.com/jobs/view/3861507424/?eBP=NON_CHARGEABLE_CHANNEL&refId=AHS5WN94FYc6EYUAShrkmw%3D%3D&trackingId=wv%2Bc%2Fia17WewQoDoOqpaig%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
Job description:



SEPHORA is the world’s leading omni-channel prestige beauty retail brand, and a division of LVMH – Moët Hennessy Louis Vuitton. Since our inception in 1969, we have been disrupting the beauty retail category and status quo, breaking conventions to change the way the world sees beauty. As the only truly global beauty retailer operating more than 2,700 points of sale in 35 markets, Sephora empowers customers around the world to define what beauty means to them, to experiment freely and to express themselves. 

Here in Asia, our teams run omni-channel businesses in 11 markets across the region. Our success is built on innovation, a highly curated product portfolio, market-leading digital capability, and our unique customer experience. With ambitious growth plans, we are always looking for talented people who aspire to build businesses and develop themselves. Sparked by energy and excitement, our passion is contagious. We are united by a common goal, to create an inclusive world where everyone can celebrate their beauty.

 

Senior Store Designer, Asia

We are looking for a Senior Store Designer to deliver high-end creative design solutions for retail projects across our Asia markets (Greater China, Southeast Asia and Oceania). 

 

In this role we expect you to… 

Create and adapt detailed store layout plans, including but not limited to floor plans, fixture placement, and signage; in line with Sephora brand guidelines. Help improve and develop store design standards, brand identity and concepts where necessary.
Create 3D renderings and visual presentations to communicate design concepts to key stakeholders. 
Attend site visits and assessments to gather information on store layout, space utilization, and customer flow.
Be involved in material sourcing and selection, including but not limited to color, finishes, and furniture for store fixtures and displays.
Coordinate with vendors and contractors to ensure timely and accurate execution of store design projects. Key activities can include checking drawings and sharing general oral/written clarification to vendors’ and contractors’ queries.
Collaborate with Sephora cross-functional teams to develop store design concepts and strategies, optimize store layouts and improve customer experience.
Manage store design project budgets and timelines, ensuring adherence to Sephora guidelines and standards.
Conduct regular store visits to assess design implementation and provide feedback for improvement.
Stay updated on industry trends and best practices in store design and visual merchandising.

 

We would love to hear from you if you have… 

Bachelor’s Degree / Diploma in interior design, architecture, or other relevant fields.
Minimum 4 years of experience in store design with proven experience from design conceptualisation to design documentation. Prior experience in the beauty, fashion, or other luxury retail industries would be an advantage.
Proficiency in AutoCad, 3D Design, SketchUp, hand drawings and/or equivalent design software.
Expertise in creative conceptualisation, delivering innovative solutions, technical drawings, and 3D renderings.
Ability to quickly understand design challenges and provide adequate solutions within short turnaround time.
Excellent communication skills and proficiency in English. Mandarin would be a plus to work with our China-based stakeholders.
Ability to build effective work relationships with diverse team members.

 

While at Sephora, you’ll enjoy...

The people. You will be surrounded by some of the most talented leaders and teams – people you can be proud to work with.

The learning. We invest in training and developing our teams, and you will continue evolving and building your skills through personalized career plans.

The culture. As a leading beauty retailer within the LVMH family, our reach is broad, and our impact is global. It is in our DNA to innovate and, at Sephora, all 40,000 passionate team members across 35 markets and 3,000 stores, are united by a common goal - to reimagine the future of beauty.

 

Sephora is proud to be an equal opportunity workplace for all. We do not discriminate in recruitment, hiring, training, advancement, or other employment practices. We celebrate diversity and are committed to creating and fostering an inclusive environment for all employees.

Posted on Mar 19, 2024.",senior
Expression of Interest: QA Lead,Fingerprint for Success (F4S),,19/3/24,https://www.linkedin.com/jobs/view/3863286946/?eBP=NON_CHARGEABLE_CHANNEL&refId=AHS5WN94FYc6EYUAShrkmw%3D%3D&trackingId=%2BH69W3I1z6Mn4GHzbEforw%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
We are inviting professionals in high-growth industries who are thinking about their next move or looking for a new opportunity to join our expanding talent pool.

The F4S Talent Pool is a pilot project designed to:


Help job seekers get discovered by our partners based on their anticipated hiring needs.
Provide optional support and resources for job seekers in their career endeavors.
Help individuals understand, and bring out the best in themselves and each other.


The F4S Talent Pool process:

Once you express your interest, you will be asked to complete the F4S work style assessment which measures 48 key attitudes and motivations in the context of work. On completion, you will be automatically added to our growing talent pool and contacted as new opportunities arise.

About Fingerprint For Success (F4S)

Backed by 20+ years of research, F4S’s revolutionary predictive analytics have achieved over 90% reliability in forecasting personal and team motivations, behaviors, and performance. Ultimately, we help people find purpose and fulfillment at work, and help build and scale high performing teams.

Keep in mind, joining our talent pool does not guarantee a job offer. We aim to balance your technical skills with the results of your F4S work style assessment to match the hiring needs of our partners.

Your feedback is a gift! Write to us via: to help co-create the future of recruitment, together.

Powered by JazzHR

qxecLDLeHb

Posted on Mar 19, 2024.",senior
Business Development Manager - Affluent client,Randstad Singapore,,19/3/24,https://www.linkedin.com/jobs/view/3863244973/?eBP=NON_CHARGEABLE_CHANNEL&refId=AHS5WN94FYc6EYUAShrkmw%3D%3D&trackingId=lLc10VsqsB5fh1W%2FBj3Hzg%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
This is a sales position which involves actively acquiring new Priority Sign Ups for the bank, with a focus on individual customers. Candidates will also touch on and be exposed to a wider range of retail and priority products, including unsecured cards and insurance, to specific target segments. This position would be a great fit for someone who enjoys interacting with people and is motivated by achieving sales targets.

About The Job


Responsibilities include building relationships with internal stakeholders and external partners (e.g., property agents, brokers, and other sales agents) to increase referrals for Priority Clients. Engaging affluent and mass market clients for their Priority Sign Up requests through various channels such as marketing campaigns, mortgage enquiries, employee banking events, networking events, and roadshows is also essential.
Flexibility is required for off-office hours and weekend activities, including networking events, campaigns, and roadshows.


Requirements


Diploma/Degree is minimally required
Self-driven and out-going candidate
Experience in telesales is a plus


(EA: 94C3609/ R21103354 )

#seeingthepossibleinyou

Posted on Mar 19, 2024.",senior
Senior Sales Planning & Pricing Analyst,Cathay Pacific,,19/3/24,https://www.linkedin.com/jobs/view/3860182046/?eBP=NON_CHARGEABLE_CHANNEL&refId=AHS5WN94FYc6EYUAShrkmw%3D%3D&trackingId=YZ00zZcMlWKyLHH1StlMiQ%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
Company Description

Let your passion fly! We’re proud to be one of the world’s leading airlines. Our reputation is built on a long track record of success, an ongoing commitment to our home Hong Kong, and on the delivery of customer service that’s straight from the heart. All of this is possible due to our talented people who share our passion for aviation and our commitment to being the best. Our global family can open up a world of opportunities for you. This means that your first role at Cathay Pacific won’t be your last. It could take you anywhere. Join us and discover just how far you can go!

Role Introduction

The Senior Data Insights Analyst is responsible to support the Business Insights &Analytics Manger in the analysis, implementation and performance management of the market or region for optimisation of Corporate, Agency and Digital sales programmes.

In this role, you will support the Business Insights & Analytics team’s end-to-end regional commercial strategy planning process, starting from goal setting, initiatives formulation to implementation and tracking, with the aim to drive revenue across different customer segments and distribution channels. You will use data analytical tools (both internal and external) to perform analysis and provide commercial teams (i.e. Local/Regional Marketing, Digital, Sales teams) with actionable insights that helps to identify revenue opportunities. You will also be responsible for measuring the success of all sales or go-to-market activities, as well as sharing all learnings with respective stakeholders for future improvements.

Key Responsibilities

Business Planning


 Work closely with Head Office (Revenue Management, Sales & Distribution, Digital) and Regional Teams on end-to-end business planning process, from developing strategic commercial strategy, campaigns/initiatives planning to execution and performance tracking
 Consolidate local market intelligence or any sales opportunities (e.g. MICE, special group movements) and share/discuss with Head Office with proposed plan to win deals with high success rates and incremental revenue
 Develop targeted and customer-centric incentives action plans that are competitive in the local markets within assigned budget
 Support local sales teams in tracking incentives performance, business development or up-/cross-selling activities so that CX remains as the preferred choice for the trade partners and for our customers
 Observe market activities and brainstorm with local stakeholders to design customized products for targeted customer segments, and collaborate with Head Office for new product launch
 Assist Regional Head of Business Insights & Analytics to formulate commercial budget plan
 Be actively involved in formulating and ensuring the achievement of the offline market distribution strategy for the region (if applicable)
 Devise strategy to improve value of incentives and NDC remunerations in the region


Analytics Champion


 Act as the analytics champion for the region – i.e. well-versed with all in-house and external data analytical tools (i.e. DDS, QlikSense, PRISM)
 Analyze data, develop reports, draw inferences and provide actionable insights to Regional Sales Teams, including new trends/customer purchase behaviors, new sales opportunities and areas of improvements
 Own the performance tracking of all campaigns/ initiatives with clear and defined metrics; identify learning points and continue to improve so as to achieve the target
 Drive adoption of all analytical tools and cultivate data-driven culture within the Regional and Outport teams
 Conduct ad-hoc commercial studies and support Head Office-driven analytics projects when required


Pricing and Fare Filing


 Provide local-specific insights in the formulation of pricing strategies with HO RMO
 Monitor the effectiveness of the pricing strategies and initiate change discussions when needed
 Responsible for year-round proactive campaign planning process – i.e. developing campaign proposals, benchmarking, market insights and campaign tracking
 Review and analyze local market Corporate discount parameters, Global Specialty products (i.e. students/MICE/Seamen/Cruise)
 Manage communications with local sales teams on fare changes, fare conditions revision, new products/campaigns launches and/or any government fares filing (if required)
 Provide Corporates fare filing support (i.e. new or updated changes) for local Corporate sales teams
 Assist with checking new live fares on GDS to ensure 100% accuracy and troubleshooting of any fare auto-pricing errors
 Manage ad-hoc fare proposal and requests


E&A Responsibility


 Emergency and Accident and Crisis Response responsibilities as required


Requirements

Qualifications and Requirements


 University Degree (Preferably in related disciplines) with minimum 3+ years’ experience in data analysis in a regional team set up
 Strong numeric and statistical analytical skills are essential
 Able to present analysis clearly with findings and actionable insights
 Demonstrated positive and innovative learning attitude, problem-solving skills and stakeholder management
 Knowledge of airline/travel management systems including DDS, MIDT and PRISM is an advantage
 Practical experience with any analytical tools (i.e. QlikSense, Tableau, QlikView) is an advantage
 Travel/Airline industry experience preferred
 Expert knowledge of MS Suite of tools


Benefits

Be part of the Cathay Pacific family and join a dynamic team culture working for one of the world’s Top 10 Global Airlines.

Make the most of your leave and take advantage of travel industry discounts including airfares, hotels, tours and car hire.

Fly high with career development opportunities to diversify your skills and experience within the Cathay Pacific family.

Posted on Mar 18, 2024.",senior
Key Account Manager - Japanese,OCM Ventures,,19/3/24,https://www.linkedin.com/jobs/view/3859902150/?eBP=NON_CHARGEABLE_CHANNEL&refId=AHS5WN94FYc6EYUAShrkmw%3D%3D&trackingId=auruYd0uHXdHqulSTQQyzg%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job

(COMPETITIVE BASIC SALARY + UNCAPPED COMMISSIONS IN USD$)




Warren Buffett once said: ""If you don't find a way to make money while you sleep, you will work until you die.""




Overall Purpose of Role:

We are seeking to recruit exceptional Japanese - speaking Client Account Manager to handle incoming HOT leads and develop them into clients of the Company. That has exceptional selling skills and are hungry for success.




We believe in a High *REALLY HIGH* commission structure what does it means you ask? it means that you get paid in several commission Structures, (more than one and more than two) and the best part, it is uncapped! yes UNCAPPED! you earn as much as you bring/as much as you want, you decide!




-Handle incoming HOT leads and develop them into clients of the company

-Build trust with the clients

-Increase the number of verified clients and depositors

-Meet personal and team targets

-Promote company’s brand

-Contact existing clients ensuring they receive the highest level of service

-Manage client relationships and satisfaction through proactive support, training, and incentive -- -offerings, ensuring that clients have access to up-to-date market and pricing information

-Mandarin/Japanese/Korean Speakers, any other language a plus.

-At least 1 year of experience in an Crypto/FX/Fintech Sales/Retention role or any form of sales (call center preferred)

-Result oriented and self-motivated person

-Dynamic, innovative, and target driven

-Open-minded and flexible

-Eager to learn new things fast and to have regular training

-Team player

-Professional communication skills

-Strong networking capability

-Ability to work on own initiative, expand and generate business

-As this is a sales position, we are looking for individuals who are used to working in a number-driven performance environment and experience in achievements in any sales targets would be ideal.




Working hours are 9:30am - 6:30pm (Monday to Friday)

Medical insurance benefits and annual leave

Office located in the heart of CBD

Dental and optical claims

A competitive compensation package will be offered to the successful applicant which includes great benefits

Discretionary performance-based bonuses (all in USD)

Exclusive ongoing daily/weekly promotions/incentives

CALL CENTRE SET UP

Posted on Mar 19, 2024.",senior
Consolidation Manager,Confidential,,19/3/24,https://www.linkedin.com/jobs/view/3858554319/?eBP=NON_CHARGEABLE_CHANNEL&refId=AHS5WN94FYc6EYUAShrkmw%3D%3D&trackingId=aF2uNKuTcVBDTw%2Bn4Jwgaw%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job

About the role: 

Responsible for preparation of reporting deliverables relating to the consolidated financial statements in IFRS. This role works closely with Finance Operations team to provide accounting support.




Responsibilities:

Prepare the monthly , quarterly and annual financial statements, as well as other reporting deliverables to management and shareholders.
Prepare analytics on monthly consolidated financial statements to detect errors and compliance with IFRS
Review monthly standalone financials submitted by Finance Operations team to ensure their accuracy
Prepare full set IFRS compliant annual and interim financial reports for filing with US SEC







Requirements (Education, Technical Skills, Relevant Experiences)

Background in Big 4 public accounting and exposure to IFRS with 12+ years of experience.
At least 3 years managerial experience in leading a team in preparation of full set consolidated financial statements
Experience in US SEC filings is added advantage
Detailed oriented with excellent communication (written and verbal) and organisation skills
Able to manage multiple priorities and work under tight timetable

Posted on Mar 19, 2024.",senior
Video and Content Producer/ Events Manager,Mizuho,,19/3/24,https://www.linkedin.com/jobs/view/3859588640/?eBP=NON_CHARGEABLE_CHANNEL&refId=AHS5WN94FYc6EYUAShrkmw%3D%3D&trackingId=gGFLfRpvxIAZDk00j9%2FixQ%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job

Job Description: 




Provide support in terms of photography and videography (filming and editing)
Conceptualize, script, shoot, and edit engaging video content that aligns with the firm’s strategic goals and target audience 
Maintain and operate video equipment, including cameras, microphones, lighting and accessories, ensuring optimal quality of video production 
Plan and execute shoots for a variety of video content including commercials, interviews, testimonials, behind-the-scenes, lifestyle, skits, etc. 
Work with the Corporate Communications team to develop the storyboard for video scripts before each shoot 
Create engaging short-form videos for LinkedIn, YouTube, filming with either a DSLR camera or phone camera, depending on the needs 
Optimize videos for various social media platforms and formats 
Sort out footages and perform creative video editing (including cutting, trimming, adding effects, subtitling, colour correction and improving audio quality) 
Be in tune with latest video trends, techniques and keep conceptualising new video ideas 
Maintain an organised video library, including file management, tagging and archiving for easy retrieval and repurposing of video assets

 

Job Requirements:




Degree in Videography / Media Production / Film Production or relevant disciplines 
Minimum five years of relevant work experience 
Strong technical knowledge in videography / photography/ lighting / audio equipment 
[Preferred] Keen interest in financial markets
Candidates with video animation / motion graphic and experience in corporate video shooting are encouraged to apply 

Our ideal teammate should also have these qualities:

Creative
Attention to detail 
Proactivity, keen sense of urgency 
Commitment and loyalty as a team player 
Independent problem-solving skills 
Fast learner

Posted on Mar 19, 2024.",senior
Manager - Investor Relations (Real Estate),TRI-CAP CONSULTING PTE. LTD.,,18/3/24,https://www.linkedin.com/jobs/view/3862922723/?eBP=NON_CHARGEABLE_CHANNEL&refId=AHS5WN94FYc6EYUAShrkmw%3D%3D&trackingId=EpuPIuULvGgmNdPd3k3TqA%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
This job is sourced from a job board. Learn More
We are recruiting for a Listed Real Estate Company. They are seeking an Investor Relations Professional to join them as they continue their growth story.

You will be largely responsible for all related Investor Relations function such as SGX Announcements, Annual Report, AGM/EGM etc.

You will prepare half yearly financial results and quarterly business update materials such as press release, presentation and FAQ, organise half yearly analyst and media investor briefings as well as quarterly investor relations reports for the Board, and other internal and external presentations.

You will also work closely with the investment and finance teams to prepare acquisition and divestment press releases and provide ongoing and timely response to the investment community, prepare/update factsheet, and research ad-hoc topics, monitor portfolio assets periodic performance, conducting analysis of overall S-REIT performance/sentiments and market environment etc.

Requirements


Degree in Business, Real Estate or/and Finance with about 7 years of experience.
Experience in financial communications/listed companies will be required.
You possess excellent interpersonal skills and are numerically savvy.


All applications will be treated in the strictest confidence. Personal data provided will be used for recruitment purposes only.

Please apply with your CV in word document format. We regret to inform that only shortlisted candidates will be notified. For other positions related to real estate, please go to https://careers.tri-cap.com.sg/.

EA Licence: 17C8777

EA Personnel: R1109270

Desired Skills and Experience
Negotiation, Press Releases, Microsoft PowerPoint, Real Estate Investment, Announcements, Reserves, Commercial Real Estate, Interpersonal Skills, Fundraising, Recruiting, Public Sector, Venture Capital, Wealth, Private Equity, Real Estate business, German, Investor Relations, Capital, Real Estate

Posted on Mar 18, 2024.",senior
Operation Specialist/Lead (Singapore),Sompo,,18/3/24,https://www.linkedin.com/jobs/view/3862706576/?eBP=NON_CHARGEABLE_CHANNEL&refId=E43cTdkmHG%2B2xvRyNdTN8w%3D%3D&trackingId=CGl%2B9HjRJV7qXMqNWbzhGA%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job

Sompo International Holdings Ltd. (Sompo International) is a global specialty provider of property and casualty insurance and reinsurance. Sompo International companies are wholly owned subsidiaries of Sompo Holdings, Inc., whose core business encompasses one of the largest property and casualty insurance groups in the Japanese domestic market.




Through our operating subsidiaries, Sompo International underwrites agriculture, professional lines, property, aviation, marine and energy, financial and political risks and casualty and other specialty and catastrophe lines of insurance and reinsurance. Headquartered in Bermuda, we currently also have offices in the United States, the United Kingdom, Continental Europe, Latin America, the Middle East and Asia.




Sompo International is a company driven by its core values, a carrier that holds promise, trust and the commitment to protect at the center of everything we do. We recognize that our success is derived directly from those who matter most: our people. Our culture is defined by a commitment to integrity, teamwork, agility, execution, and excellence; and we strive to create exceptional value for our clients and shareholders and maintain Sompo International as a desirable place to work.




Responsibilities include: 

• Ensure proper practices of established operational procedures

• Monitor and revise operational procedures as needed

• Establish controls as per best practices or as required by compliance

• Publish reports as required by management / regulators

• Conduct training to new hires

• Maintain and deliver training programs for the team or business

• Develop business case justifications and present for approvals. 

• Maintain regular communications with IT and business department managers and business process managers regarding pertinent IT activities. 

• Adhere to business processes, departmental standards, style requirements and all other procedures necessary to meet the business objectives and quality deliveries.

• Manage external vendors if required 

• Perform other duties as assigned 

 

 




 Desired Skills & Experience: 




The candidate needs to have :

• 5+ years of operations experience in the Commercial insurance industry mainly on reinsurance preferred. Experience is operating Delegate Authorities channel is desired

• Strong experience with policy administration solutions and implementing BAU changes.

• Experienced with Agile SCRUM methodology or project delivery methodologies preferred




• Hands-on experience writing both High-level Business requirements and user stories is desired.

• Knowledge and experience leveraging both IT solutions and business process improvements.

• Experience operating and interfacing with business management, including negotiation and presentation skills.

• Proven track record of creating clear, concise deliverables that reflect a deep understanding of business needs and technical system needs.

• Excellent problem-solving and analytical skills.

• Excellent communication skills, both written and verbal. Understands communication channels and escalates appropriately.

• Experience in SQL and Power BI Reporting is an advantage.

• Strong initiative; able to self-manage. Comfortable with ambiguity and able to work through it to get the right things done.

• Must be able to see tasks through to completion without significant guidance.

• Personal time management skills and ability to meet individual and team deadlines.

• Experience using standard project and business tools including, Microsoft Project, Excel, PowerPoint, Project, SharePoint.

• Team player who works well with technical and business resources.




Please apply if of interest!

Posted on Mar 18, 2024.",senior
Risk & Investigations Manager,Sportradar,,18/3/24,https://www.linkedin.com/jobs/view/3860588707/?eBP=NON_CHARGEABLE_CHANNEL&refId=E43cTdkmHG%2B2xvRyNdTN8w%3D%3D&trackingId=kHG8tFUuyAUiN4jd%2BQcL9Q%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job

We’re the world’s leading sports technology company, at the intersection between sports, media, and betting. More than 1,700 sports federations, media outlets, betting operators, and consumer platforms across 120 countries rely on our know-how and technology to boost their business.



Job Description



OVERVIEW:



Sportradar Integrity Services is part of the Sportradar Group and the world’s leading supplier of sports integrity solutions. Risk & Investigations is a subunit of Sportradar Integrity Services and supports its partners, which include sports governing bodies, anti-doping organisations, clubs, state authorities, law enforcement agencies and private organisations, in identifying and investigating integrity threats to their organisations and jurisdictions. R&I specialises in providing a robust due diligence programme through vetting individuals and entities, as well as providing intelligence and investigative support to combat doping, online abuse, misconduct, fraudulent behaviour, and broader corruption threats.



The Manager, Risk & Investigations, will be responsible for contributing to all aspects of Risk & Investigations’ operational delivery, overseeing a global team of analysts and engaging with a diverse set of intelligence products and clients. The role demands a dedicated, forward-thinking intelligence/due diligence manager who will thrive working in a ground-breaking and fast-paced company.







THE CHALLENGE:

Manage the operational delivery of services across Risk & Investigations, including due diligence products, intelligence analysis and complex sports-related investigations
Take responsibility for ensuring the quality, accuracy and consistency of all intelligence, investigation and due diligence products
Provide analytical guidance and insight across all products with an all-source approach, with speciality in Open Source Intelligence (OSINT)
Oversee, coach and develop a team of intelligence analysts based globally
Consistently look to develop, enhance and innovate Risk & Investigations’ products and technical solutions, and operational efficiency and effectiveness
Maintain and extend Sportradar professional relationships with clients, partners and international law enforcement agencies
Work closely across multiple Sportradar functions and departments to protect and enhance Sportradar business operations





YOUR PROFILE:

Relevant operational experience in research, due diligence, intelligence or investigations from areas such as law enforcement, journalism, corporate intelligence, financial fraud or cyber security
Previous experience in managing the delivery of high-quality intelligence and/or due diligence products in a fast-paced environment
Relevant experience managing, coaching and mentoring colleagues
Meticulous attention to detail
Meticulous note-taking, record-keeping and organisation skills
Excellent writing and reviewing skills with the ability to communicate findings and hypotheses effectively
Ability to quickly understand and use platforms and systems
Proficient and demonstrable expertise in OSINT tools, techniques and methodologies
High proficiency in Microsoft PowerPoint, Excel and Word
Flexibility in adapting to changing priorities and ability to work to tight deadlines









Additional Information



Sportradaris an Equal Opportunity Employer. We are committed to encourage diversity within our teams. All qualified applicants will receive consideration without regard to among other things, your background,status,or personal preferences

Posted on Mar 18, 2024.",senior
Commercial Line Manager,CMA CGM,,18/3/24,https://www.linkedin.com/jobs/view/3862369188/?eBP=NON_CHARGEABLE_CHANNEL&refId=E43cTdkmHG%2B2xvRyNdTN8w%3D%3D&trackingId=L%2BZvaBy8EqBWHmU5HcnyNQ%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
Job description:



Summary:
In this role, you will be reporting to the Regional Director Asia and Melbourne Line management. 


As the Commercial Line Manager, you will be responsible for mangement of the commercial activities for the Asia region for ANL such as managing Asia region key accounts portfolio and ensure long-term sustainable growth with ANL. You will lead the line commercial team in charge of Asia based key IFF and BCO while collaborating closely with various stakeholders to drive for volume development and revenue growth.
 

We are looking for someone with excellent communication and negotiation skill and ability to engage senior stakeholders.

 

Your main responsibilities are, but not limited to:
Commercial Management

Drive Southbound IFF strategy and assist on GA strategy to deliver the Line/Trade target
Provide strategic leadership and direction to the line commercial department, ensuring alignment with Line/Trade target and strategy
Maintain and build strong relationships with key customers in the region to promote volume growth
Lead regular performance review and manage client visitors to the region
Represent ANL with strategic GA customers based in Asia.
Communicate with Management and overseas sales offices to identify market opportunities. 

 

Business Development

Direct customer development and foster new relationships to expand our customer base and promote ANL services
Represent the company at industry events, conference and trade shows to promote service and network with potential 
Monitor and develop ANL import business in all NEA regions for all ANL services.
Provide monthly sales & market report as requested to foster smooth communication between Trade 

 

To excel in this role, you need to possess excellent leadership, people management skills and ability to work effectively in a fast-paced, dynamic environment, with a strong focus on problem-solving and multitasking.

 

Minimum Requirements:

Bachelor’s degree in logistic, supply chain, or a related field. A master’s degree is a plus.
Proven experience of minimal 5 years in a commercial role within container shipping industry, with a focus on key customer management.
Good understanding on container shipping trade dynamic and experience in Oceania market is a plus.

 

**This role is opened for local employment only
 
We will only consider applicants who have received, or are willing to receive by the date of recruitment, the full regimen of a WHO EUL vaccine (examples include Pfizer-BioNTech/COMIRNATY, Moderna, Sinovac-CoronaVac, and AstraZeneca). Proof of vaccination will be required.
 
**Salary package (local) & job title shall commensurate with experience.
**Kindly note that only short-listed applicants will be contacted.
 
** By applying for this role, you hereby consent to the CMA CGM Group collecting, processing and using any personal information you submit, for the following purposes:
(i) To process the application for the role being applied for;
(ii) To process the application for other open positions within the CMA CGM Group which may be suitable to you;
(iii) To conduct necessary reference checks; and
(iv) Any other purpose related to one or more of the above.
 
You further consent to the CMA CGM Group retaining such personal information for a period of two years following your submission thereof, so that we may consider you for other open positions within the CMA CGM Group which may be suitable to you in the event that you are not selected for this role.
 
NOTICE TO THIRD PARTY AGENCIES: Please note that CMA CGM Group does not accept unsolicited resumes from recruiters or employment agencies. In the absence of a signed Recruitment Fee Agreement, CMA CGM Group will not consider or agree to payment of any referral compensation or recruiter fee. In the event a recruiter or agency submits a resume or candidate without a previously signed agreement, CMA CGM Group explicitly reserves the right to pursue and hire those candidate(s) without any financial obligation to the recruiter or agency. Any unsolicited resumes, including those submitted to hiring managers, are deemed to be the property of CMA CGM Group.

Posted on Mar 18, 2024.",senior
