Title,Company,Company Link,Date Posted,Job Link,Insights,Description Snippet,category
Vacuum Tanker Driver,V8 ENVIRONMENTAL PTE LTD,,18/3/24,https://www.linkedin.com/jobs/view/3861903116/?eBP=NON_CHARGEABLE_CHANNEL&refId=YT54Wv2ewgxS5NvfSfmnxw%3D%3D&trackingId=2TncIGJWZufbkdD0jOF1%2FA%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
This job is sourced from a job board. Learn More
Possess valid classs 4/ 5 driving license & WSQ certificate (Carry Out Collection of Sludge and Greasy Waste) will be an added advantage*
Option to drive vehicle back*


Responsibilities


 Perform collection of liquid waste via Vacuum Tanker (assisted by an attendant)
 Conduct daily inspection on assigned vehicle
 Work closely with operational personnel on daily assigned trips
 Maintain proper recording of all assigned trips
 Comply with company’s safety regulations and operating guidelines
 Maintain a safe and orderly work environment
 Other tasks appointed by your immediate supervisor


Desired Skills and Experience
Wealth Management, Excellent Communication Skills, Construction, Investments, Unloading, Wealth, Private Banking, Transparency, Vehicles, Tanker, Driving License, Class 3 Driving License, Time Management, Banking, Capital, Regulatory Requirements

Posted on Mar 18, 2024.",junior
"C&S Design Engineer / Bugis / Full Time / up to $6,000",HI5 EMPLOYMENT AGENCY PTE. LTD.,,18/3/24,https://www.linkedin.com/jobs/view/3861903107/?eBP=NON_CHARGEABLE_CHANNEL&refId=YT54Wv2ewgxS5NvfSfmnxw%3D%3D&trackingId=new%2FkMIJjgafVEPjuKi22g%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
This job is sourced from a job board. Learn More
Working days: 5 days work week

Working hours: 8.30am – 6.15pm

Annual Leave: 14 days with subsequent additional 1 day per year (cap at 21 days)

Benefits: Medical + Dental insurance

Work Location: Bugis

Job Description –

Design the structures of steel and concrete (by using Staad Pro) to obtain BCA approval.

Performe Plaxis analysis and designed ERSS to obtain BCA approval.

Calculations on the structures of steel, RC, masonry, timber, aluminium or mixed.

Review technically on client’s calculations and reports to obtain PE endorsement.

Inspect the structure constructed in accordance with design.

Job Description –

Minimum 5 years of relevant working experience

Passion for design, a commitment to continued learning and the desire to innovate

Good interpersonal skills and the ability to work independently

Ability to self-motivate with good time management skills

Desired Skills and Experience
Construction, STAAD, Ability To Work Independently, Interpersonal Skills, Architects, Drawing, Project Planning, Timber, Project Management, AutoCAD, Civil Engineering, Scheduling, rc

Posted on Mar 18, 2024.",junior
Risk Analytics Analyst (IT/Bank) - Ref: YC,A-IT SOFTWARE SERVICES PTE LTD,,18/3/24,https://www.linkedin.com/jobs/view/3861697927/?eBP=NON_CHARGEABLE_CHANNEL&refId=YT54Wv2ewgxS5NvfSfmnxw%3D%3D&trackingId=Y9Sb%2BqYCPScjJKwUbRRFyw%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
This job is sourced from a job board. Learn More
At least 1-2 years of relevant risk analytics experience 
Experience in banking industry preferred
To track and follow up on transformation projects in RPA to ensure timely completion
To coordinate and liaise with different stakeholders on their followups
To be able to devise, assess and analyze the proposed solutions


Desired Skills and Experience
Market Risk, Risk Assessment, Assessing, Analytical Skills, VBA, Risk Management, SQL, Banking, Statistics, Stress Testing, Regulatory Requirements, Financial Services

Posted on Mar 18, 2024.",junior
Full time Account Receivable Assistant,ALKADRI EXPRESS TRANSPORTATION (S) PTE LTD,,18/3/24,https://www.linkedin.com/jobs/view/3861902296/?eBP=NON_CHARGEABLE_CHANNEL&refId=YT54Wv2ewgxS5NvfSfmnxw%3D%3D&trackingId=CCfaV7o%2Fsq3ISSfDzWxDwQ%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
This job is sourced from a job board. Learn More
Hiring: Full time Account Receivable Assistant

Location: Changi cargo complex

Hours: Mon – Fri: 0930hrs – 1830hrs

Alternate Sat: 0900hrs – 1300hrs

Salary: $2,200 - $2,500 per month

Only open to Singaporean / PR

Reporting to Finance Manager, working together in a small team, key objectives include timely and accurate reporting of AR activities throughout daily operations and month-end closing.

The successful candidate must be operationally hands-on, organized, highly motivated and able to work with a disciplined approach towards managing people and work.

Primary Responsibilities


Assist in identifying and evaluating credit risk by checking on the payment records of customers
Updating Operations team on unpaid students on regular basis
Proactively follow up on customers’ queries, resolves any outstanding AR issues and invoices
Follow up with customers on their credit notes/refunds relating to the withdrawal process.
Assist routine monthly reports such as monthly aging reports and sales reports for submission to the management.
Maintains historical financial records by filing accounting documents
Other administrative task such as filing paperwork, answering calls & emails, topping up of cashcard
Support monthly and year-end closing activities
Support internal and external audit queries
Any other ad hoc duties as assigned


Qualifications, Skills, And Requirements


Diploma in Accounting or equivalent
At least 1 to 2 years of working experience in Accounting Functions
Proficiency with computers
Good communication and interpersonal skills
Knowledge of accounting terminology
Understanding basic book keeping practices
Able to work independently, well organized, meticulous, positive attitude and a team player


Character Traits


Strong ethical values
Honest, trustworthy
Attention to details
Accuracy
Efficiency
Ability to work well under pressure


Desired Skills and Experience
Microsoft Office, External Audit, Microsoft Excel, Work Well Under Pressure, Interpersonal Skills, Accounts Receivable, Accounting, Pressure, Attention to Details, Deposits, Communication Skills, Administrative Support, Team Player, Terminology, Credit Risk, Able To Work Independently, Fixed Assets

Posted on Mar 18, 2024.",junior
Securities and Capital Markets Specialist,Wipro Limited,,18/3/24,https://www.linkedin.com/jobs/view/3861696940/?eBP=NON_CHARGEABLE_CHANNEL&refId=YT54Wv2ewgxS5NvfSfmnxw%3D%3D&trackingId=zKIaoEPpv2GlB70lp%2Bd0dQ%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
This job is sourced from a job board. Learn More
Financial Market and stakeholder management, change BA, reference data, data modeling
 Must possess strong analytical skills along with experience of SQL. Hands on experience of Tableau is essential.
 Must have knowledge of FM Product and Regulations related to FM Products .
 Excellent inter-personal skills and team player
 Very good articulation and communication skills.


Knowledge of big-data is desired.

Must Have Skills

Securities and Capital Markets expertise , SQL, Tableau

Desired Skills and Experience
Tableau, Due Diligence, Analytical Skills, Data Modeling, Interpersonal Skills, Alternative Investments, Securities, SQL, Capital Markets, Communication Skills, Cash Management, Articulation, Consulting, Fixed Income, Stakeholder Management

Posted on Mar 18, 2024.",junior
Operations Support Assistant #SGUnitedJobs,LEE AH MOOI OLD AGE HOME,,18/3/24,https://www.linkedin.com/jobs/view/3861699429/?eBP=NON_CHARGEABLE_CHANNEL&refId=YT54Wv2ewgxS5NvfSfmnxw%3D%3D&trackingId=vE2JFso%2FA1HnZTmUlrdK6A%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
This job is sourced from a job board. Learn More
OPERATIONS

General Office Administration and Operations


Provide administrative and logistics support
Responsible for managing the premise cleaning services and ensuring premise tidiness
Support ground operations (e.g. registration, assist in moving supplies) and compliance with health monitoring
Receive and inspect incoming goods
Top-up medical items in wards and stores
Updating of store records
Make requisitions for replenishment to maintain stocks at optimal level in accordance with established company procedures


Facilities Management


Administer preventive maintenance programs
Oversee maintenance and upkeep of all items and assets related to facility management and housekeeping, including supervision of contractors


Workplace Safety and Health


Coordinate the Workplace Safety and Health (WSH) team and keep record of incident reports
Implement safety regulations and precautions and ensure that staff are briefed and prepared for emergency and rescue operations
Corrdinate with Fire Safety Manager on staff induction in fire safety and evacuation procedures


Desired Skills and Experience
Fire Safety, Preventive Maintenance, Risk Management, Information Technology, Stakeholder Engagement, Office Administration, Compliance, Project Management, Logistics Planning, Manage logistics, People Management, Facilities Management, Ground Operations, Workplace Safety and Health

Posted on Mar 18, 2024.",junior
Learning Support Educator,HYPERSCAL SOLUTIONS PTE. LTD.,,18/3/24,https://www.linkedin.com/jobs/view/3861697910/?eBP=NON_CHARGEABLE_CHANNEL&refId=YT54Wv2ewgxS5NvfSfmnxw%3D%3D&trackingId=KOwDvg%2Bg4l545QpK5E7ANw%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
This job is sourced from a job board. Learn More
Company Description

THKMC was incorporated on 13 October 2011 as a charity to provide multiple social and welfare services to the community at large, and achieved an Institute of Public Character (IPC) status on 18 November 2011. THKMC is the charitable arm of Thye Hua Kwan Moral Society, which lives by the mission To Serve Mankind to help anyone who needs help regardless of their race, religion, colour, language, creed and culture. THKMC today serves more than 70,000 beneficiaries through more than 70 programmes across five Services, which include Disability, Early Intervention for Children, Family, Seniors' Community, and Therapy.

Responsibilities

Reports to the Senior Learning Support Educator, and/or DS-LS Programme Manager.

The LSEd is the key professional in LS. A preschool teacher by training, the LSEd serves as a resource in supporting children with mild developmental/ learning needs in the Early Childhood Education (ECE) landscape.

The LSEd's key roles would include (using the tools prescribed by ECDA):


Screen children flagged with learning and developmental issues by classroom teachers, using the prescribed screening tools
Present screening outcomes at Case Filter Meetings
Create the IEP for the child, in consultation with relevant clinicians, and follow through with the goals sets
Conduct LS based on the needs of the child and intensity required for each package
Provide in-class support to children receiving DS or LS packages
Ensure IEP goals set are achieved and strategies generalised back into the classroom
Complete EOI report at end of LS cycle
Conduct post-screening for children who have completed DS or LS packages
Liaise with preschool teachers, parents, and other professionals in the multidisciplinary team e.g. Occupational Therapists, Speech and Language Therapists, Educational Therapists, Psychologists, Social Workers etc.
Complete reports in a timely manner
Attend trainings conducted by KKH


QUALIFICATIONS


Minimum relevant diploma in ECE, e.g. Diploma in Early Childhood Care and Education (Teaching) and DECCET


OTHER INFORMATION


2 to 3 years of working experience in the early childhood sector


Required Training


Specialist Diploma in Early Childhood Learning Support (SDELS) or be open for company sponsorship of the SDELS upon entry
Good people skills and can communicate professionally and effectively
Good presentation skills
Timely reporting, good with paperwork
Adaptable to changes 
Team player 
Able to work independently 
Have some understanding of the diverse cultures and races 
Has patience and commitment in the education of & nurturing young children and empowering the families 
Keen to develop professionally 


Please note that your application will be sent to and reviewed by the direct employer - Thye Hua Kwan Moral Charities

Desired Skills and Experience
Excellent Communication Skills, Teamwork, Leadership, Information Technology, Leadership Development, Positive Team Player, Team Building, self-motivated Team Player, Team Player, Team Work

Posted on Mar 18, 2024.",junior
Analyst Finance,Jobscentral,,18/3/24,https://www.linkedin.com/jobs/view/3861681945/?eBP=NON_CHARGEABLE_CHANNEL&refId=YT54Wv2ewgxS5NvfSfmnxw%3D%3D&trackingId=ACuaym69IN3HGr%2FQ8%2BDpmQ%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
Duties & Responsibilities


Handling full accounts payable function including provision/accruals and meet month end closing deadline.
Verification of supporting document and posting of invoices in SAP system and process payments.
Support other activities relating to fixed assets and general ledgers e.g. IFRS16 Leases.
Review and update AP, FA & GL standard operating procedures. Support any enquiries, if applicable. 
Application of GST according to IRAS regulations.
Any other ad-hoc activities as per instructed by Management.


Requirements


Bachelor’s Degree in Finance or Diploma in Accounting.
Minimum 3 years of experience in AP and / or minimum 3 years of relevant working experience in full set of accounts.
Meticulous and able to meet deadlines
Excellent interpersonal and communication skills
MS Excel skills

Posted on Mar 18, 2024.",junior
Telepharmacy Assistant #HHLT,Jobscentral,,18/3/24,https://www.linkedin.com/jobs/view/3861678870/?eBP=NON_CHARGEABLE_CHANNEL&refId=YT54Wv2ewgxS5NvfSfmnxw%3D%3D&trackingId=ud6gxtLGnSpjsGtfN6Lcdg%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
Working hours - 3 rotating shifts (including weekend/PH) – 44 hrs rostered per wk

8.30am - 6.30pm /12pm -9pm /11am - 9pm /7pm - 9am (night)

Location: Tai Seng

Job Description


 Packing the medications that have been prescribed by the doctor online
 Arranging for deliveries for medications
 Working closely with our operations team and delivery partners to ensure that medications are delivered smoothly and on time
 Ensuring that medications packed are correct
 Assist the telemedicine lead in managing the inventory
 To carry out any other duties and responsibilities as assigned


Requirements


 Min Nitec in any field
 Prior relevant experience will be advantageous


If interested, please email me at alexgoh@recruitexpress.com.sg

➖

Alex Goh Hock Leong

(CEI.No: R1763413 l Recruit Express Pte Ltd (Healthcare & Life Science) | 99C4599)

Posted on Mar 18, 2024.",junior
Project Admin - Grant (NEHR),Synapxe,,18/3/24,https://www.linkedin.com/jobs/view/3861654095/?eBP=NON_CHARGEABLE_CHANNEL&refId=YT54Wv2ewgxS5NvfSfmnxw%3D%3D&trackingId=H4IYIi0ekeuifq%2Fvi4401g%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
Position Overview

The National Electronic Health Record (NEHR) is a key enabler for Singapore’s strategic vision of ""One Patient, One Health Record"". It receives patients’ key health information from different healthcare settings and consolidates into a holistic picture of patients’ healthcare history, enabling greater coordination and informed decision-making, and support for more accurate diagnosis, improved treatment, and patient-centric integrated care.

With ""One Patient, One Health Record"", care teams would be able to deliver safer, better and more personalised care for patients.

Role & Responsibilities 


 You will be part of a team to create awareness to the healthcare institutions to encourage early data contribution to NEHR. This is one of the MOH’s initiative to improve data comprehensiveness in NEHR for better patient care. 
 You will have the opportunity to be involved in various types of engagement activities with the healthcare institutions. 
 You will manage, provide guidance and assistance to the healthcare institutions throughout the early data contribution journey. This includes:
 securing agreements 
 obtaining required documentation 
 reporting risks and issues 
 You will track and report engagement and onboarding statuses. 
 Training will be provided on the NEHR functionalities, data onboarding process and the governing policies. 
 Supports the Grant Management process from planning to operations and ensuring alignment with MOH policies to achieve the objective of mandatory contribution. 
 Supports related funding requests with internal and external stakeholders. 
 Establishes grant principles, processes and SOPs. 
 Monitors and regularly updates the status of utilisation to management. 
 Works closely with external grant partners i.e. IMDA, MTI, auditors and internal Finance. 


Requirements


 At least 1-3 year’s experience in customer facing roles such as tele-marketing, sales, business development, outreach, account and/or case management 
 Ability to do presentation and able to articulate clearly to target audience 
 Strong interpersonal skills. Able to work with different groups of internal and external stakeholders 
 Excellent written and verbal communication skills 
 Meticulous in status tracking and confident in reporting statuses 
 Strong analytical, problem solving and root cause analysis skills 
 Quick learner who is able to cope in a fast-paced and dynamic environment 
 Experience in using MS Excel, Word, Powerpoint 
 Experience in healthcare industry would be an added advantage 



Apply Now

NOTE: It only takes a few minutes to apply for a meaningful career in HealthTech - GO FOR IT!!



Posted on Mar 18, 2024.",junior
Service Ops Specialist,Synapxe,,18/3/24,https://www.linkedin.com/jobs/view/3861648554/?eBP=NON_CHARGEABLE_CHANNEL&refId=YT54Wv2ewgxS5NvfSfmnxw%3D%3D&trackingId=4OmW%2Boomalqa4n0txTQsGA%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
Position Overview

The IT Disaster Recovery Manager/Incident Manager directs IT disaster response/crisis management activities in compliance with the IT emergency plan and helps provide and coordinate disaster preparedness training with respect to the organization’s information technologies, helping ensure business continuity.

Role & Responsibilities


 Work with Service Operations management to ensure that the disaster recovery (crisis management) and business continuity plans drive disaster recovery (DR) strategy and procedures.
 Establish and maintain the overall plans for executing all DR procedures and understand their interdependencies.
 Establish and maintain detailed DR communications and command and control plans through a change management process.
 Work with the IT application and technical staff to ensure that disaster recovery solutions are adequate, in place, maintained, and tested as part of the regular operational life cycle.
 Develop and understand all testing necessary for a successful DR execution.
 Schedule and lead all DR exercises.
 Provide ongoing feedback for risk management, mitigation, and prevention.
 Represent disaster recovery cost requirements in the annual budgeting process.
 Regularly report Disaster Recovery activities to upper management.
 Act as liaison for auditing and examination of disaster recovery processes and help ensure compliance with all applicable policy and procedures
 Maintain processes, templates and SOP, website and information related to change control
 Review/Prepare progress reports for initiatives and present the reports when required.
 Manage major incidents (severity 1 & 2) for all IT systems to ensure timely closure of incident & problem tickets, meeting the agreed SLAs.
 Manage major incidents communications such as activating War Room for triage, Conference Bridge and send incident broadcast communication to all IHiS stakeholders and provide regular updates via incident tracking dashboard until incident closure.



Requirements


 Bachelor’s degree in computer science or other highly technical, scientific discipline
 5-10 yrs of Technical / Support experience (or) Experience in IT Operations in Data Center Environment.
 Experience in IT Disaster Recovery Coordination is a plus
 ITIL v3/v4 certification and strong service oriented experience / background
 Knowledge and understanding of IT industry environment and business needs Strong competency in IT technologies covering operating systems, databases technologies, networking, server, load balancing and/or application related domains covering healthcare and healthcare related industries
 Ability to establish and manage processes and practices through collaboration and the understanding of business



Apply Now

NOTE: It only takes a few minutes to apply for a meaningful career in HealthTech - GO FOR IT!!



Posted on Mar 18, 2024.",junior
Global SEO Specialist,Airwallex,,18/3/24,https://www.linkedin.com/jobs/view/3858186503/?eBP=NON_CHARGEABLE_CHANNEL&refId=YT54Wv2ewgxS5NvfSfmnxw%3D%3D&trackingId=Xr5J5cEKByC%2BRMc4NYAbpQ%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
At Airwallex (airwallex.com), we’re building the future of global finance on one platform. Founded in 2015 in Melbourne, Airwallex is the leading financial technology platform for modern businesses to grow beyond borders. With one of the world’s most powerful payments infrastructure, our technology empowers businesses of all sizes to accept payments, move money globally, and simplify their financial operations, all on one single platform.

If you’re excited to do the most ambitious work of your career and change the way money moves around the world - join us!

We're on the lookout for a talented SEO specialist to scale and support our SEO efforts, drive high-intent organic traffic and improve revenue growth. This is a unique opportunity to join the newly formed Global Growth Marketing Team and help shape our SEO approach.

In this role, you'll support the Senior SEO Manager in shaping our global SEO strategy, and contribute to broader awareness and acquisition initiatives. Airwallex is ambitious about the role of organic as part of our growth model due to its strong fit with high volume SMB customer acquisition. This is a cross-functional role that will work closely with Growth Marketing, Content Marketing, Product, RevOps and Data teams, in an executional and strategic capacity. Your work will have a global impact, as you collaborate and support the overall organic growth of Airwallex.

Our teams move fast, we're growing at an incredible rate and learning along the way. If you're energised by the above, we'd love to hear from you.

Responsibilities


Support the website's organic growth target with our Corpsite and Content teams
Evangelize SEO in terms of website changes impacting SEO, link acquisition and organic content (in conjunction with our Content team),
Proactive in identifying new opportunities / optimising on existing revenue levers, taking a kaizen approach to growth
Competitive intelligence, understanding competitor trends and activities in the marketplace, and help Airwallex be ahead
Be a channel conduit in ensuring SEO best practices and processes are implemented across the different regional websites 
Help develop and scale our offsite backlink profile in order to improve the overall domain authority of the website
Liaising with engineers in executing technical recommendations, that will benefit not only SEO but wider business teams
Hands on experience in giving recommendations, and making changes within the CMS platform
Comfortable and experienced in working with product managers and developers in scoping out and writing out new website feature requirements
Prescriptive hands on approach to supporting our Content Team to produce prospect/customer-friendly content that supports acquisition and awareness
Iterative approach to conversion rate optimisation, in ensuring we’re constantly monitoring and optimising on revenue driving opportunities
Track, monitor and help report on SEO campaigns in understanding what is driving revenue and growth
Help establish Airwallex as an SEO leader in the financial services & technology space.


What You Will Bring


4+ years experience in SEO, with 2+ years experience in B2B, SaaS or Fintech
Proven track record of driving organic revenue
Good understanding of international SEO and B2B marketing
Ability to measure all aspects of SEO performance, work in a cross-functional environment and turn data into insights and actions
Comfortable in a fast-moving startup culture - growth-minded and comfortable with ambiguity
Strong analytical skills to make data-driven decisions for commercial and operational performance
Strong understanding of EEAT within YMYL verticals
Strong understanding of online copywriting and how it impacts SEO
Entrepreneurial mindset and a willingness to be hands on
Confident communication skills for reporting to stakeholders at different levels, ability to influence people across the organisation
Good HTML and CSS knowledge beneficial
Good working knowledge of Google Analytics, Google Search Console, SEMrush, Screaming Frog, Ahrefs


Airwallex is proud to be an equal opportunity employer. We value diversity and anyone seeking employment at Airwallex is considered based on merit, qualifications, competence and talent. We don’t regard color, religion, race, national origin, sexual orientation, ancestry, citizenship, sex, marital or family status, disability, gender, or any other legally protected status when making our hiring decisions. If you have a disability or special need that requires accommodation, please let us know.

Airwallex does not accept unsolicited resumes from search firms/recruiters. Airwallex will not pay any fees to search firms/recruiters if a candidate is submitted by a search firm/recruiter unless an agreement has been entered into with respect to specific open position(s). Search firms/recruiters submitting resumes to Airwallex on an unsolicited basis shall be deemed to accept this condition, regardless of any other provision to the contrary.

Posted on Mar 18, 2024.",junior
Deutsche Bank - DB Academy - Singapore - 2024,Deutsche Bank,,18/3/24,https://www.linkedin.com/jobs/view/3858184249/?eBP=NON_CHARGEABLE_CHANNEL&refId=YT54Wv2ewgxS5NvfSfmnxw%3D%3D&trackingId=2jfBEBgmZhqDk3mEGfm8IA%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
About dbAcademy Programme:


Country:
Singapore
City:
Singapore
Job Description:
 Deutsche Bank is the leading German bank with strong European roots and a global network. We’re driving growth through our strong client franchise. Against a backdrop of increasing globalization in the world economy, Deutsche Bank is very well-positioned, with significant regional diversification and substantial revenue streams from all the major regions of the world. We serve our clients’ real economic needs in commercial banking, investment banking, private banking and asset management. We are investing heavily in digital technologies, prioritizing long term success over short-term gains, and serving society with ambition and integrity. All this means a career packed with opportunities to grow and the chance to shape the future of our clients. 

dbAcademy is our three-day programme, specifically designed to show you what the future of a global bank looks like, inspire you with what we’re doing to achieve this and introduce you to the full range of opportunities at Deutsche Bank. You will have a chance to meet with various level of colleagues and learn from our recruiters, as you get the inside knowledge on how you can stand out as a candidate. We’re looking for talented and driven students to bring their unique perspective to our diverse teams. This is your chance to immerse yourself in our inclusive culture.

What we look for:

We welcome all students studying in any discipline who are graduating between December 2025 to July 2026 to apply. This is an in-person event from 14th May to 16th May 2024 in our Singapore office. Attendees will need to be available to join us in-person for the entire 3 days of programme to be considered.

CV submission is required and applications will be reviewed on a rolling basis, followed by the invitation of online assessment as part of the screening process.

About us and our teams:

Our values define the working environment we strive to create – diverse, supportive and welcoming of different views. We embrace a culture reflecting a variety of perspectives, insights and backgrounds to drive innovation. We build talented and diverse teams to drive business results and encourage our people to develop to their full potential. Talk to us about flexible work arrangements and other initiatives we offer.

We promote good working relationships and encourage high standards of conduct and work performance. We welcome applications from talented people from all cultures, countries, races, genders, sexual orientations, disabilities, beliefs and generations and are committed to providing a working environment free from harassment, discrimination and retaliation.

Visit Inside Deutsche Bank to discover more about the culture of Deutsche Bank including Diversity, Equity & Inclusion, Leadership, Learning, Future of Work and more besides.

How to apply:

Please visit http://www.careers.db.com/students-graduates to apply.

Applications close on 14th April 2024 (Sunday), 11:59PM SGT. 

A notice on recruitment scams:

Please note that candidates are not required to pay money as part of the recruitment or job placement process. Do not divulge personal information if you are unsure of the authenticity of communication from someone who claims to be representing Deutsche Bank. A notice on such scams and practices has been hosted on our website on the link below:

https://careers.db.com/professionals/a-notice-on-recruitment-scams

Posted on Mar 17, 2024.",junior
Event Specialist,Alevate Marketing,,18/3/24,https://www.linkedin.com/jobs/view/3858159765/?eBP=NON_CHARGEABLE_CHANNEL&refId=YT54Wv2ewgxS5NvfSfmnxw%3D%3D&trackingId=37Coc%2FnJR0PZSDH%2FBElLZA%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job

Try out sales and marketing in a supportive environment where;

* Training is provided

* 1 to 1 mentorship and guidance

* Developmental workshops

* Overseas opportunities 

* Attractive pay package and bonuses




Entry level and fresh grads are welcomed!




What you do:

Promote and develop brand image of our clients and expand market share to increase brand performance




Apply now to find out more

Posted on Mar 18, 2024.",junior
Front Desk Receptionist,Freedom Gym Singapore,,18/3/24,https://www.linkedin.com/jobs/view/3858156488/?eBP=NON_CHARGEABLE_CHANNEL&refId=YT54Wv2ewgxS5NvfSfmnxw%3D%3D&trackingId=ob2jbvTzkDUjix8FiMNWfw%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job

Company Description

 

Freedom Gym Singapore is a state-of-the-art fitness facility located in Singapore. We are the proud owners of a 6,000 sq ft space featuring top-of-the-line equipment from Arsenal Strength Gym Equipment, Kabuki Strength, and Prime Fitness USA. We aim to provide a unique and motivating workout experience to our community.




 Role Description

 

This is a full-time on-site role for a Front Desk Receptionist. The receptionist will be responsible for greeting and welcoming members and guests, answering phone calls, responding to emails, and performing clerical tasks such as processing payments, scheduling appointments, and maintaining member records.







Job Requirements




Singaporeans / PR only
Able to work on scheduled weekends
Friendly and warm personality
Able to work independently without supervision and are self motivated
Passionate about the health & fitness industry
Able to communicate well in English both verbally and in written form
Service-oriented and provides excellent customer service'




 Qualifications

 

Excellent phone etiquette and receptionist duties
Strong clerical skills and attention to detail
Ability to communicate effectively with members and guests
Customer service skills and ability to handle customer inquiries and complaints
“N” Level, “O” Level, High school diploma or equivalent, college degree is a plus
Experience in customer service or hospitality industry is a plus




 

Relevant qualifications would be a certification or diploma in hospitality management, customer service or related field and knowledge of a second language like Mandarin. A successful candidate should be able to work in a fast-paced environment, be customer service-oriented with a friendly and outgoing personality.

Posted on Mar 18, 2024.",junior
Accounting Specialist - Process Referent (Center of Excellence),Decathlon Singapore,,18/3/24,https://www.linkedin.com/jobs/view/3861967658/?eBP=NON_CHARGEABLE_CHANNEL&refId=YT54Wv2ewgxS5NvfSfmnxw%3D%3D&trackingId=6JLocPn8kjw2QtnZU9L6Qw%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
Decathlon wants to move people through the wonders of sport.

The Finance Team is engaged in transforming itself and contributing to the transformation of the company, creating fulfilling professional projects for our teams, improving efficiency through mutualization, automation and digitalization, assure the security of the activity and the reliability of information, and support our teams to make data based decisions.

To accelerate the transformation path, the Financial Center of Excellence in Singapore is looking for Accounting Specialists - Process Referent.

Function: Specialized accounting

Process: Retail accounting processes

Scope: Regional

Responsibilities


Actively participate in the setup of a Finance Center of Excellence in Singapore to mutualise the accounting processes;
Perform the activities of the process according to the established standards and assure the reliability of the information;
Provide support and communicate with the Country Relays of our partners about the accounting processes, ensuring the fulfillment of the Service Level Agreement;
To be recognised as a referent, pro-actively contribute to the continuous improvement of the process in terms of efficiency and automation;
Contribute to the improvement of the competence level of the teams, through defining standard procedures;
Integrate the international referents network and contribute to the process development and standardisation


Requirements


Passionate about sports and active;
Bachelor in Finance-related discipline, with previous work experience of 3-5 years;
Good knowledge of Accounting and Finance Tools i.e. ERP;
Team Player, able to work in autonomy as well as with others;
Proactive, prioritise and take decisions;
LEAN methodology and thinking;
Sense of organization, attention to detail and ability to deliver according to the standards;
Good communication skills;
Good English level (mandatory), other languages knowledge is valued;
Project Management skills are valued;


Benefits


Variable monthly performance bonus (up to 10%)
Be a shareholder, with exclusive annual option to invest in Decathlon shares. 
Opportunity to work in a international, sporty environment
Staff discount across all Decathlon brands
Internal and external training available


By applying, you consent to the collection, use and disclosure of your personal data in accordance with our Privacy Policy (https://www.decathlon.sg/s/privacy-policy).

Posted on Mar 18, 2024.",junior
Assistant Customer Relations Supervisor,Singapore Land Group Limited,,18/3/24,https://www.linkedin.com/jobs/view/3832302740/?eBP=NON_CHARGEABLE_CHANNEL&refId=YT54Wv2ewgxS5NvfSfmnxw%3D%3D&trackingId=D3H9VdSlwlSpYz4gKCg%2BCw%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job

Responsibilities:

Responsible for daily operations of the information counter, attend to customers enquires and assist with shopping mall's promotions and redemptions.
Handle face-to-face and phone calls feedbacks.
Assist in planning the duty roster and supervising the customer relations officers.
Trains new staff with customer service policies, procedures, and best practices.
Manages accurate inventory of promotion marchandise.
Raise work order whenever tenants request for technical assistance.
Handle daily redemption and settlement of Marina Square Gift Voucher (MSGV) for credit cards reward program.
Perform mall gift voucher sales transactions and be responsible for reconciliation of daily sales takings.




Job Requirements:

Minimum 'N' / 'O' / 'A' / Diploma level holder.
Minimum 2 years supervisory experience in frontline customer service or hospitality industry is preferred.
Good oral and written communications skills.
Passion for customer service and possess good customer handling skills.
Pleasant and friendly personality.
Able to work shifts, weekends, and Public Holidays.

Posted on Feb 16, 2024.",junior
